Temperature_LivingRoom,Humidity_LivingRoom,Temperature_Kitchen,Humidity_Kitchen,Temperature_Bedroom,Humidity_Bedroom,Outdoor_Temperature,Outdoor_Humidity,Windspeed,Light_Intensity,Energy_Consumption,Timestamp
68.83,14.06,48.56,2.75,50.55,96.4,38.42,3.9,3.1,38.8,242.78,2004-01-11 01:00:00
16.0,2.34,75.62,45.85,28.92,90.01,11.61,95.59,31.4,88.84,314.23,2004-01-11 02:00:00
60.29,82.67,98.4,28.84,96.11,38.95,38.55,34.04,54.14,15.41,351.94,2004-01-11 03:00:00
55.37,54.17,76.19,83.36,44.04,30.23,25.93,19.46,5.76,34.24,283.81,2004-01-11 04:00:00
27.02,96.64,55.77,34.73,58.05,13.92,44.4,62.62,48.89,40.18,304.22,2004-01-11 05:00:00
99.38,88.03,62.34,56.94,62.07,20.13,39.51,3.95,47.55,54.3,305.01,2004-01-11 06:00:00
22.77,96.4,90.95,72.21,53.34,87.0,13.07,79.05,12.48,79.42,391.86,2004-01-11 07:00:00
27.58,87.71,94.4,14.88,46.27,98.1,48.34,86.35,58.87,37.53,413.53,2004-01-11 08:00:00
28.58,20.32,76.18,38.65,51.13,49.23,57.73,86.56,98.07,40.76,367.46,2004-01-11 09:00:00
82.75,76.45,57.35,95.6,20.05,10.93,85.4,43.91,84.7,89.31,386.88,2004-01-11 10:00:00
6.25,88.35,44.83,51.04,62.66,92.64,1.91,47.68,68.77,72.27,334.25,2004-01-11 11:00:00
69.25,13.44,29.94,35.87,80.44,27.88,21.07,95.74,0.89,99.78,264.02,2004-01-11 12:00:00
67.68,82.85,29.46,1.43,73.79,83.41,74.05,14.29,75.34,76.89,370.26,2004-01-11 13:00:00
65.85,76.61,84.59,61.36,8.86,48.76,7.76,40.75,40.71,6.6,262.1,2004-01-11 14:00:00
34.88,11.1,80.82,94.77,7.23,95.51,52.26,29.96,7.69,50.06,351.81,2004-01-11 15:00:00
79.45,70.71,5.02,7.29,40.29,29.53,23.24,28.1,80.35,92.92,247.18,2004-01-11 16:00:00
40.51,90.61,32.15,47.64,22.6,64.05,97.9,60.35,35.78,64.78,380.07,2004-01-11 17:00:00
12.29,88.87,50.31,44.93,58.59,62.48,7.18,68.26,24.19,71.4,331.18,2004-01-11 18:00:00
82.25,80.4,55.25,52.02,14.29,77.53,27.14,49.67,28.43,13.38,288.99,2004-01-11 19:00:00
62.96,5.43,74.86,31.76,0.01,51.11,4.69,27.62,70.7,6.27,192.95,2004-01-11 20:00:00
83.93,0.38,24.68,74.09,31.63,10.19,36.02,27.04,84.27,31.33,224.58,2004-01-11 21:00:00
78.89,89.19,43.38,90.99,37.73,96.41,8.93,68.7,49.38,38.76,363.44,2004-01-11 22:00:00
63.27,70.39,0.44,16.7,71.3,66.64,96.6,76.1,95.08,70.25,387.98,2004-01-11 23:00:00
29.81,10.54,78.18,64.41,4.82,36.01,95.68,50.04,43.27,45.77,328.0,2004-01-12 00:00:00
20.89,36.87,36.98,5.24,76.76,41.65,82.22,85.03,21.2,65.74,327.64,2004-01-12 01:00:00
47.23,88.02,21.57,67.78,60.78,29.53,13.66,65.16,73.86,31.56,276.04,2004-01-12 02:00:00
64.48,39.51,71.32,19.92,89.02,28.74,36.78,5.81,11.15,51.59,270.92,2004-01-12 03:00:00
26.76,83.55,1.47,37.91,33.73,1.93,12.44,41.36,49.29,40.43,197.09,2004-01-12 04:00:00
53.09,59.51,0.99,46.41,96.35,51.9,67.75,31.19,77.4,77.29,371.79,2004-01-12 05:00:00
52.13,97.6,12.56,1.69,77.02,80.72,12.02,26.56,1.76,29.33,255.11,2004-01-12 06:00:00
77.31,51.8,34.81,37.17,0.14,29.98,64.65,97.42,84.71,2.36,284.76,2004-01-12 07:00:00
89.86,78.32,78.04,45.8,39.8,30.29,6.57,22.82,24.66,48.41,260.78,2004-01-12 08:00:00
74.74,47.38,5.78,95.78,94.27,78.52,99.13,54.45,96.28,7.56,437.41,2004-01-12 09:00:00
36.57,22.54,19.58,14.08,62.24,78.13,57.83,14.7,81.11,63.6,286.2,2004-01-12 10:00:00
38.82,67.41,25.99,34.52,91.75,29.05,47.0,89.01,70.77,6.22,316.46,2004-01-12 11:00:00
14.73,0.78,63.09,44.77,13.43,95.79,52.97,24.19,50.06,67.96,331.54,2004-01-12 12:00:00
7.62,27.47,80.7,45.97,54.66,43.28,4.39,16.57,44.55,20.92,248.22,2004-01-12 13:00:00
5.0,84.36,98.12,79.31,85.38,24.2,96.06,19.69,95.14,99.48,487.15,2004-01-12 14:00:00
71.17,98.11,56.95,25.95,43.7,59.36,7.31,62.23,98.12,19.01,312.22,2004-01-12 15:00:00
79.26,90.79,94.37,96.01,52.15,97.73,75.73,16.17,47.69,71.83,493.16,2004-01-12 16:00:00
24.73,64.06,66.66,16.27,56.51,77.16,49.89,1.21,0.9,35.7,289.63,2004-01-12 17:00:00
92.62,22.87,63.44,22.21,32.17,84.8,72.89,9.54,42.87,2.92,314.74,2004-01-12 18:00:00
48.09,66.24,11.85,28.89,39.78,91.95,99.33,4.49,76.1,37.17,365.42,2004-01-12 19:00:00
39.25,75.43,91.84,95.09,57.71,35.71,78.75,25.1,56.41,35.86,418.26,2004-01-12 20:00:00
65.66,24.04,19.16,91.82,10.18,50.6,22.09,3.89,3.6,17.52,208.06,2004-01-12 21:00:00
86.68,28.25,95.05,58.16,43.66,58.01,51.67,75.88,28.25,35.31,350.39,2004-01-12 22:00:00
89.41,94.65,89.26,41.94,78.04,47.63,49.75,20.47,59.11,18.61,367.26,2004-01-12 23:00:00
33.16,85.5,20.71,7.12,6.9,94.08,50.69,40.94,81.09,83.58,325.62,2004-01-13 00:00:00
33.22,69.36,77.11,65.47,15.16,87.59,53.91,28.25,42.52,3.76,353.52,2004-01-13 01:00:00
12.79,76.55,0.0,41.66,52.25,5.46,97.31,22.61,30.42,30.39,260.45,2004-01-13 02:00:00
23.04,0.15,72.93,96.68,22.43,66.3,74.19,84.84,42.26,30.29,359.63,2004-01-13 03:00:00
32.53,71.26,81.68,18.16,37.09,90.19,80.67,98.49,75.42,39.32,421.92,2004-01-13 04:00:00
59.06,66.1,7.85,54.45,70.93,16.73,78.06,58.38,95.22,4.24,298.33,2004-01-13 05:00:00
26.53,60.16,29.66,71.44,75.9,10.25,51.39,50.89,36.93,93.29,315.69,2004-01-13 06:00:00
82.75,69.72,71.43,46.17,92.1,69.46,72.9,86.17,27.41,80.71,440.28,2004-01-13 07:00:00
19.52,34.53,33.56,97.85,85.65,70.12,72.71,56.21,94.71,49.63,443.12,2004-01-13 08:00:00
38.05,16.3,78.62,73.44,38.44,2.52,83.9,1.14,70.37,97.03,337.55,2004-01-13 09:00:00
43.77,23.5,70.49,81.71,54.64,96.7,5.17,50.48,71.85,86.26,370.47,2004-01-13 10:00:00
17.93,80.0,55.27,39.66,13.17,86.53,15.73,30.98,29.0,87.14,308.09,2004-01-13 11:00:00
67.27,79.67,25.05,62.49,57.17,83.28,90.61,1.22,67.4,5.18,376.72,2004-01-13 12:00:00
54.89,28.76,30.68,35.3,62.13,33.4,73.27,40.45,6.84,78.38,283.81,2004-01-13 13:00:00
28.58,43.28,68.54,33.25,5.66,37.39,94.44,64.17,67.15,63.23,328.31,2004-01-13 14:00:00
19.9,41.83,75.09,10.14,27.79,27.63,43.2,98.04,6.75,51.87,280.11,2004-01-13 15:00:00
17.94,97.07,11.33,40.36,73.79,70.46,42.27,34.65,39.76,26.43,300.44,2004-01-13 16:00:00
20.53,48.3,26.85,28.75,65.68,96.85,60.36,7.7,7.56,95.14,331.91,2004-01-13 17:00:00
29.73,9.21,59.9,62.36,64.85,26.74,1.51,96.5,25.09,67.6,279.01,2004-01-13 18:00:00
70.66,61.0,31.29,27.11,59.77,86.61,94.67,10.59,15.48,94.47,366.01,2004-01-13 19:00:00
73.65,88.3,20.26,58.76,70.11,68.01,40.82,1.54,58.29,25.31,320.93,2004-01-13 20:00:00
45.03,95.76,39.9,83.98,18.85,67.25,97.7,10.19,0.83,43.36,348.57,2004-01-13 21:00:00
9.26,74.84,91.45,43.4,25.87,43.44,72.34,0.91,58.95,61.33,350.01,2004-01-13 22:00:00
63.77,24.2,71.41,9.14,19.93,87.75,73.87,1.37,24.84,21.44,286.19,2004-01-13 23:00:00
27.08,24.76,6.25,45.89,73.27,60.67,67.29,8.11,95.15,83.85,326.3,2004-01-14 00:00:00
80.51,82.3,93.27,54.43,20.03,61.68,74.29,73.79,52.14,6.85,395.37,2004-01-14 01:00:00
37.11,92.08,58.44,53.83,26.89,36.84,89.53,66.65,78.74,45.43,371.99,2004-01-14 02:00:00
63.02,24.84,70.55,42.76,44.25,64.93,93.63,6.4,82.47,29.24,365.01,2004-01-14 03:00:00
44.39,2.19,30.1,50.26,5.62,49.11,92.71,10.54,76.44,40.97,262.24,2004-01-14 04:00:00
65.52,26.02,15.95,16.05,7.05,18.56,66.42,88.17,81.41,68.51,251.75,2004-01-14 05:00:00
11.04,28.92,30.98,25.0,51.5,53.56,35.69,35.38,82.86,78.93,293.29,2004-01-14 06:00:00
30.78,91.38,95.28,32.67,35.44,50.56,94.11,87.63,10.26,39.27,383.05,2004-01-14 07:00:00
55.34,50.31,19.39,85.88,67.69,83.79,85.88,74.84,43.92,61.05,425.67,2004-01-14 08:00:00
16.04,67.36,17.93,69.39,22.96,11.76,16.53,0.2,71.87,73.24,231.25,2004-01-14 09:00:00
51.49,16.14,8.36,1.91,16.57,89.09,24.15,35.43,10.53,22.24,174.96,2004-01-14 10:00:00
51.92,60.78,24.54,5.77,39.1,23.42,21.96,95.99,61.63,55.69,247.12,2004-01-14 11:00:00
41.58,42.89,54.09,69.64,70.21,17.17,50.01,41.2,87.05,63.14,333.04,2004-01-14 12:00:00
53.25,11.54,60.56,11.72,33.72,14.28,69.21,20.63,39.19,89.57,264.1,2004-01-14 13:00:00
20.43,50.78,41.93,1.81,79.28,6.9,47.43,56.07,62.84,68.86,280.73,2004-01-14 14:00:00
25.33,1.0,72.34,53.57,83.61,82.14,84.33,48.51,33.36,79.16,398.88,2004-01-14 15:00:00
45.13,18.34,85.5,88.26,46.63,7.57,38.78,80.35,90.18,20.35,328.69,2004-01-14 16:00:00
6.7,87.74,38.94,54.18,96.81,6.66,64.83,7.41,37.55,80.38,336.32,2004-01-14 17:00:00
43.35,99.72,55.91,32.12,22.01,35.05,37.25,6.87,36.96,46.42,259.14,2004-01-14 18:00:00
72.27,65.67,70.88,0.84,21.77,66.17,48.4,0.53,80.45,77.28,318.76,2004-01-14 19:00:00
54.84,6.65,76.65,58.37,78.2,75.17,80.3,51.8,14.03,67.12,404.83,2004-01-14 20:00:00
62.05,74.23,16.99,19.5,89.04,75.0,90.82,75.87,59.72,65.41,385.13,2004-01-14 21:00:00
88.91,57.88,63.24,15.65,47.39,71.64,27.09,20.23,31.38,24.15,274.91,2004-01-14 22:00:00
21.49,42.49,90.78,50.71,18.79,7.7,69.62,38.28,82.18,65.95,318.77,2004-01-14 23:00:00
79.62,27.19,69.24,26.41,93.91,63.64,32.45,26.95,19.09,69.46,320.19,2004-01-15 00:00:00
21.87,59.53,26.46,66.2,81.49,77.8,76.09,18.77,8.84,69.89,377.24,2004-01-15 01:00:00
36.83,43.23,3.11,25.96,3.37,87.92,24.34,55.73,3.9,66.68,231.84,2004-01-15 02:00:00
32.3,89.79,88.81,32.53,90.1,99.62,82.54,84.49,24.9,57.67,468.81,2004-01-15 03:00:00
6.73,9.49,99.89,32.66,74.82,80.67,85.8,99.76,24.15,4.04,385.5,2004-01-15 04:00:00
41.12,13.01,2.24,36.04,78.37,56.62,31.28,65.43,23.2,1.44,223.96,2004-01-15 05:00:00
76.44,62.37,76.23,3.89,83.71,61.95,56.34,62.46,86.44,58.69,396.61,2004-01-15 06:00:00
58.1,99.07,75.67,44.23,70.74,38.92,22.89,59.69,92.82,92.91,388.17,2004-01-15 07:00:00
34.19,52.77,21.16,99.56,98.11,64.95,80.44,71.51,59.32,5.33,421.61,2004-01-15 08:00:00
45.48,67.48,67.75,37.31,94.17,16.74,50.04,69.09,69.71,64.86,375.25,2004-01-15 09:00:00
27.53,15.62,63.59,59.93,17.94,70.51,45.52,66.78,83.74,16.97,312.87,2004-01-15 10:00:00
1.91,77.91,60.97,69.96,83.82,80.28,96.09,53.59,48.85,40.19,460.86,2004-01-15 11:00:00
15.37,57.26,27.7,92.13,58.32,59.28,35.49,5.2,3.17,42.33,292.88,2004-01-15 12:00:00
8.46,60.68,88.1,88.29,65.9,21.12,86.3,88.61,19.67,73.74,439.14,2004-01-15 13:00:00
28.65,80.26,99.72,3.0,89.74,62.26,97.34,46.5,84.74,6.24,419.19,2004-01-15 14:00:00
33.53,6.7,97.53,81.7,85.25,93.8,8.51,38.56,7.1,21.08,333.2,2004-01-15 15:00:00
22.94,46.91,26.86,10.1,16.75,14.73,97.31,75.93,96.78,43.97,259.21,2004-01-15 16:00:00
27.84,79.83,32.63,29.94,23.25,12.97,25.65,35.53,67.4,6.26,209.04,2004-01-15 17:00:00
21.05,80.9,14.69,34.26,86.47,15.49,8.27,48.45,30.24,56.34,248.11,2004-01-15 18:00:00
80.38,13.71,58.07,50.55,14.41,62.4,27.36,48.78,8.23,45.96,234.77,2004-01-15 19:00:00
30.65,82.24,5.7,41.86,45.84,72.5,57.43,66.72,77.7,86.22,355.18,2004-01-15 20:00:00
31.39,53.8,84.01,98.95,88.95,37.15,19.52,48.94,74.16,49.26,398.5,2004-01-15 21:00:00
48.32,83.82,36.14,85.98,40.68,32.82,45.4,76.24,12.6,19.64,314.1,2004-01-15 22:00:00
95.14,17.55,56.77,57.93,48.96,64.47,22.98,55.27,37.22,66.17,305.48,2004-01-15 23:00:00
14.12,57.09,18.53,27.86,21.87,18.28,82.57,28.57,92.71,96.99,291.03,2004-01-16 00:00:00
57.13,14.3,37.45,79.77,36.74,8.7,55.68,84.51,79.59,17.51,276.39,2004-01-16 01:00:00
67.28,22.05,21.82,87.41,24.97,26.32,0.07,87.07,79.26,62.73,258.93,2004-01-16 02:00:00
75.03,15.2,45.83,35.12,9.38,48.61,92.07,4.01,29.15,20.75,255.06,2004-01-16 03:00:00
23.81,90.84,46.81,46.63,76.06,15.45,48.73,43.0,59.69,99.96,360.59,2004-01-16 04:00:00
76.94,39.79,82.76,17.07,3.05,20.44,34.04,51.06,61.51,91.06,268.25,2004-01-16 05:00:00
50.99,50.13,5.02,3.49,55.12,43.82,83.92,16.07,2.5,44.9,234.61,2004-01-16 06:00:00
23.75,4.96,72.46,11.16,60.83,28.1,17.35,37.98,80.14,39.21,243.22,2004-01-16 07:00:00
75.08,12.55,77.28,23.69,67.74,56.58,92.91,38.73,6.62,1.92,321.99,2004-01-16 08:00:00
82.69,52.47,77.52,23.44,34.51,3.01,96.15,66.79,93.32,26.55,326.06,2004-01-16 09:00:00
61.15,67.85,31.75,84.81,94.72,88.49,73.91,27.75,28.16,96.34,447.15,2004-01-16 10:00:00
1.03,71.6,70.62,62.27,99.01,31.19,34.0,7.89,44.28,26.1,325.26,2004-01-16 11:00:00
34.34,83.46,93.55,18.57,37.25,92.86,6.18,9.24,16.28,59.52,301.55,2004-01-16 12:00:00
15.05,96.81,44.67,50.15,24.67,47.1,66.19,75.12,75.39,57.79,349.5,2004-01-16 13:00:00
90.44,81.74,75.7,5.56,0.69,21.24,66.35,41.12,40.24,88.46,275.93,2004-01-16 14:00:00
89.56,90.92,31.39,69.11,27.16,19.06,18.46,34.21,43.0,83.09,270.23,2004-01-16 15:00:00
11.99,73.49,53.15,28.79,49.28,29.99,59.61,43.38,16.44,11.66,263.99,2004-01-16 16:00:00
54.67,90.24,34.4,73.3,65.87,93.16,82.1,56.66,65.7,89.84,478.17,2004-01-16 17:00:00
39.95,32.68,1.08,82.66,80.1,10.45,57.69,46.4,11.87,98.06,287.23,2004-01-16 18:00:00
21.47,6.72,59.48,73.89,3.24,65.87,53.23,10.33,17.25,56.8,269.29,2004-01-16 19:00:00
29.64,93.83,81.87,98.36,25.97,96.97,43.12,34.75,5.03,5.28,378.72,2004-01-16 20:00:00
69.2,45.79,22.65,61.4,25.29,57.76,35.92,82.36,82.07,47.74,300.5,2004-01-16 21:00:00
35.08,36.26,80.57,32.82,20.91,8.47,46.67,48.21,84.09,22.12,254.59,2004-01-16 22:00:00
38.1,80.84,82.36,38.46,45.91,30.33,93.26,11.86,93.37,68.39,364.95,2004-01-16 23:00:00
53.16,3.27,47.56,40.77,16.12,65.64,97.12,56.22,71.48,6.85,322.34,2004-01-17 00:00:00
41.77,11.64,61.28,93.85,66.18,7.68,35.47,55.07,40.32,83.36,316.04,2004-01-17 01:00:00
81.47,61.18,37.35,25.53,10.59,35.49,41.32,67.58,65.82,7.01,267.92,2004-01-17 02:00:00
39.53,18.18,15.68,82.73,4.19,41.92,16.82,87.93,55.7,23.14,224.75,2004-01-17 03:00:00
50.24,73.15,95.81,22.04,88.62,93.43,91.64,63.54,62.98,40.32,480.95,2004-01-17 04:00:00
75.24,53.13,67.74,42.85,73.15,82.45,14.64,83.29,54.03,84.47,392.79,2004-01-17 05:00:00
43.13,37.9,91.51,25.12,84.42,48.4,51.41,30.85,57.3,32.52,346.24,2004-01-17 06:00:00
3.93,27.2,0.64,97.84,96.57,39.52,72.84,34.58,67.11,80.54,356.71,2004-01-17 07:00:00
94.68,40.02,78.33,26.59,99.03,2.58,60.35,65.95,68.8,12.04,347.4,2004-01-17 08:00:00
93.85,18.12,62.28,22.27,30.72,54.65,41.72,16.02,17.09,41.81,238.55,2004-01-17 09:00:00
75.73,89.8,8.41,39.31,10.02,1.66,66.17,60.24,16.3,23.38,211.54,2004-01-17 10:00:00
2.37,83.49,97.47,13.55,23.15,86.84,92.65,41.96,5.06,3.94,357.2,2004-01-17 11:00:00
57.39,39.29,2.87,58.33,1.13,78.74,30.64,4.03,58.84,39.77,250.17,2004-01-17 12:00:00
97.38,54.42,27.52,70.94,27.15,90.42,37.47,54.99,5.06,42.61,318.33,2004-01-17 13:00:00
83.24,80.56,22.43,22.61,81.73,93.04,9.54,45.01,33.75,87.07,345.0,2004-01-17 14:00:00
8.35,21.11,75.25,5.13,49.25,44.21,33.44,39.46,52.99,16.14,243.52,2004-01-17 15:00:00
57.2,80.54,76.02,15.39,14.92,26.82,36.11,40.85,67.97,5.67,267.23,2004-01-17 16:00:00
3.47,39.19,69.72,19.34,64.15,25.98,88.61,89.57,29.73,23.0,321.95,2004-01-17 17:00:00
41.13,24.05,67.24,82.61,67.31,82.44,39.7,15.63,73.8,36.05,358.14,2004-01-17 18:00:00
67.13,27.06,8.12,99.26,15.62,98.84,97.73,79.38,65.94,57.78,403.88,2004-01-17 19:00:00
86.61,28.94,46.77,61.94,41.12,42.75,33.03,56.42,85.06,20.15,292.68,2004-01-17 20:00:00
93.44,68.91,82.33,55.62,77.95,1.62,81.84,4.01,88.99,99.2,389.4,2004-01-17 21:00:00
29.41,21.03,76.54,25.3,86.56,10.28,12.6,97.92,67.38,84.69,300.2,2004-01-17 22:00:00
32.43,67.65,59.42,60.32,68.25,57.54,42.91,27.59,76.86,22.63,345.87,2004-01-17 23:00:00
69.24,23.33,62.53,74.71,21.87,5.99,13.1,60.6,84.94,4.5,245.1,2004-01-18 00:00:00
73.42,34.13,47.85,92.89,33.2,46.53,1.37,8.16,25.86,2.79,222.47,2004-01-18 01:00:00
63.14,42.64,54.81,17.46,29.59,66.38,96.53,5.04,89.04,57.69,354.3,2004-01-18 02:00:00
56.39,50.03,6.94,8.99,60.09,34.1,91.73,40.66,14.33,71.47,287.64,2004-01-18 03:00:00
29.34,52.55,69.78,90.03,79.22,67.64,67.96,94.59,29.58,0.11,420.51,2004-01-18 04:00:00
27.2,21.79,66.18,63.37,59.35,1.62,72.88,32.35,66.51,55.66,320.83,2004-01-18 05:00:00
34.27,13.46,9.44,83.15,91.84,64.98,10.34,40.2,72.89,77.98,327.32,2004-01-18 06:00:00
11.82,0.0,71.21,35.66,25.45,1.29,54.03,85.12,95.76,56.57,248.61,2004-01-18 07:00:00
51.45,8.51,54.89,38.0,60.71,38.87,24.03,9.5,31.49,9.66,200.9,2004-01-18 08:00:00
17.69,98.73,44.41,53.19,87.36,99.56,58.27,81.25,32.69,30.57,420.32,2004-01-18 09:00:00
40.27,67.25,68.22,31.52,13.32,63.24,12.83,57.85,69.34,70.06,294.2,2004-01-18 10:00:00
75.35,87.29,50.0,73.02,61.92,18.66,2.57,28.45,44.3,61.71,282.81,2004-01-18 11:00:00
85.0,19.62,12.55,96.35,10.8,47.85,58.56,54.14,8.6,5.7,246.24,2004-01-18 12:00:00
10.55,58.56,54.43,23.37,63.78,82.01,4.16,49.81,68.93,25.23,303.29,2004-01-18 13:00:00
30.78,61.36,89.79,80.99,58.31,73.02,36.48,64.1,46.62,18.99,372.71,2004-01-18 14:00:00
70.17,55.65,35.86,91.13,2.09,31.58,5.69,76.65,70.21,33.14,265.81,2004-01-18 15:00:00
67.57,39.59,75.63,45.42,41.23,93.47,25.09,12.04,58.45,96.93,359.76,2004-01-18 16:00:00
37.78,6.2,33.93,50.59,16.19,65.81,99.77,45.17,35.47,40.07,302.85,2004-01-18 17:00:00
11.51,88.33,41.48,38.73,65.97,44.2,64.82,6.14,81.37,94.05,368.73,2004-01-18 18:00:00
64.88,95.46,15.14,47.74,60.18,58.17,40.15,33.81,12.68,39.17,307.87,2004-01-18 19:00:00
16.27,73.44,20.88,5.86,55.24,59.52,87.19,57.7,34.55,80.3,338.75,2004-01-18 20:00:00
54.03,7.93,56.59,90.8,39.63,29.63,14.35,15.14,43.28,59.57,262.85,2004-01-18 21:00:00
8.06,93.96,75.51,58.66,82.84,8.02,47.68,63.01,82.87,78.35,378.48,2004-01-18 22:00:00
27.71,94.09,12.43,87.51,97.09,17.72,72.21,4.03,40.54,51.63,350.99,2004-01-18 23:00:00
58.06,93.59,67.23,48.13,80.97,95.05,2.21,98.25,8.61,81.44,393.11,2004-01-19 00:00:00
28.03,13.22,43.99,64.4,38.1,5.46,59.95,90.24,38.32,21.63,252.43,2004-01-19 01:00:00
44.26,4.84,82.05,82.63,58.8,35.31,79.98,55.47,82.59,63.15,392.0,2004-01-19 02:00:00
78.44,59.86,41.41,95.79,54.11,60.51,22.05,62.57,57.16,18.48,339.67,2004-01-19 03:00:00
5.96,60.44,76.37,52.34,22.68,66.65,8.01,44.18,16.34,18.45,266.69,2004-01-19 04:00:00
20.23,38.67,5.12,39.78,51.17,48.33,38.28,83.91,14.53,50.57,257.09,2004-01-19 05:00:00
6.2,7.12,57.39,56.6,87.8,55.79,95.98,4.87,9.8,4.41,302.5,2004-01-19 06:00:00
18.53,54.13,64.56,4.56,94.6,84.22,29.66,7.72,16.99,12.69,300.64,2004-01-19 07:00:00
12.33,51.86,24.58,35.81,98.95,68.43,94.9,14.26,38.21,55.47,381.01,2004-01-19 08:00:00
7.68,0.42,67.04,64.18,41.08,48.96,41.54,2.4,33.54,17.71,242.14,2004-01-19 09:00:00
9.84,95.67,59.94,72.87,31.54,39.31,23.69,9.7,17.9,79.75,307.65,2004-01-19 10:00:00
67.75,54.69,47.51,92.24,7.27,28.06,34.99,78.24,99.25,24.07,318.02,2004-01-19 11:00:00
87.43,83.06,22.47,39.93,40.97,97.82,18.09,79.92,33.42,73.09,338.98,2004-01-19 12:00:00
42.0,57.84,83.26,80.42,86.64,5.96,69.21,14.0,41.58,54.86,363.73,2004-01-19 13:00:00
40.27,51.96,99.65,13.52,67.55,39.6,13.3,15.87,94.93,87.96,329.72,2004-01-19 14:00:00
90.7,99.15,20.83,35.54,66.92,48.38,41.84,35.78,59.38,57.56,316.57,2004-01-19 15:00:00
16.15,47.17,55.35,57.03,21.01,74.23,2.52,35.48,78.02,56.39,287.03,2004-01-19 16:00:00
26.12,69.5,56.74,79.62,73.5,61.01,48.82,13.32,26.13,41.91,361.22,2004-01-19 17:00:00
59.93,51.37,28.82,0.65,49.62,28.56,73.46,2.39,58.48,94.15,291.88,2004-01-19 18:00:00
17.44,47.16,9.14,62.57,55.05,40.74,52.14,89.66,19.63,2.26,277.8,2004-01-19 19:00:00
86.17,57.71,89.07,59.69,81.02,42.97,74.99,91.3,57.21,18.08,397.56,2004-01-19 20:00:00
26.88,19.86,24.69,30.64,55.51,58.8,42.65,61.54,8.16,8.78,227.04,2004-01-19 21:00:00
17.18,51.81,21.4,28.33,40.03,81.19,1.39,64.94,66.89,79.87,279.15,2004-01-19 22:00:00
93.28,2.01,15.38,88.62,45.85,56.46,66.3,67.91,93.17,99.69,376.28,2004-01-19 23:00:00
72.02,28.72,87.98,4.92,23.11,89.74,25.62,22.07,13.81,85.91,287.96,2004-01-20 00:00:00
50.01,67.49,23.91,75.8,76.0,31.26,41.07,20.97,97.66,64.56,373.53,2004-01-20 01:00:00
93.45,30.34,78.19,76.59,69.17,96.56,39.36,13.07,67.17,72.93,418.9,2004-01-20 02:00:00
57.51,20.68,50.45,31.22,42.75,64.52,74.52,23.22,40.53,26.92,301.35,2004-01-20 03:00:00
19.86,78.34,90.93,37.02,75.13,89.7,84.61,18.28,95.63,37.67,463.23,2004-01-20 04:00:00
33.92,6.24,48.62,10.9,24.85,31.69,80.88,87.55,30.25,85.87,281.39,2004-01-20 05:00:00
85.72,76.47,14.67,69.03,94.5,68.25,33.16,50.06,64.57,51.06,384.39,2004-01-20 06:00:00
12.0,31.21,80.24,86.14,13.73,95.24,32.88,66.23,75.18,81.19,389.71,2004-01-20 07:00:00
94.57,31.29,85.85,13.17,70.5,74.2,67.77,25.23,87.3,16.89,354.14,2004-01-20 08:00:00
5.36,71.75,47.55,84.91,38.34,16.83,83.64,54.89,18.92,72.04,349.62,2004-01-20 09:00:00
51.11,60.43,46.09,82.87,82.96,70.94,10.54,83.89,67.1,69.7,402.03,2004-01-20 10:00:00
36.3,87.93,72.54,11.26,40.78,88.64,4.72,96.14,67.92,63.14,352.95,2004-01-20 11:00:00
27.06,24.88,94.21,29.83,77.55,39.31,13.93,1.07,54.43,97.58,304.81,2004-01-20 12:00:00
36.91,35.72,34.41,52.05,44.07,87.99,50.55,50.78,13.84,98.27,366.76,2004-01-20 13:00:00
25.0,7.34,66.31,59.54,41.51,42.22,78.51,19.57,82.03,64.87,328.15,2004-01-20 14:00:00
41.9,45.8,25.66,75.21,51.29,32.09,59.61,99.57,43.53,92.07,350.08,2004-01-20 15:00:00
34.5,5.47,20.42,41.87,21.96,0.02,91.5,84.39,74.23,16.78,250.74,2004-01-20 16:00:00
12.04,6.76,72.4,92.88,43.05,11.91,51.24,34.88,37.48,62.13,295.41,2004-01-20 17:00:00
71.87,11.06,3.56,99.43,23.27,5.38,18.99,3.9,39.18,80.24,196.16,2004-01-20 18:00:00
34.12,44.42,67.56,50.89,86.14,86.6,0.99,77.8,46.07,98.88,380.67,2004-01-20 19:00:00
48.32,98.69,75.46,24.86,53.84,99.21,85.75,9.74,70.64,34.56,430.83,2004-01-20 20:00:00
0.7,40.35,23.48,81.89,33.73,82.75,0.06,30.78,24.12,23.36,252.89,2004-01-20 21:00:00
6.82,18.71,55.55,29.14,41.74,37.69,87.59,90.53,49.3,33.02,318.98,2004-01-20 22:00:00
10.68,95.34,6.02,29.77,29.81,32.04,16.43,78.32,12.25,63.49,220.09,2004-01-20 23:00:00
12.38,7.05,90.94,19.01,82.13,54.46,7.79,95.54,24.7,85.96,321.34,2004-01-21 00:00:00
16.88,85.39,1.32,51.18,76.94,93.48,90.92,81.96,88.82,19.92,409.39,2004-01-21 01:00:00
28.42,28.9,37.71,39.33,54.46,15.99,69.12,16.76,31.03,50.33,262.78,2004-01-21 02:00:00
79.64,73.95,64.55,15.58,54.7,8.74,37.74,41.35,3.98,27.4,263.16,2004-01-21 03:00:00
